awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
,星乃,四ツ木駅 129m , 天ぷら、日本料理,おかげさまで創業51年！四季折々の食材を使った極上の日本料理をお楽しみください！,"￥8,000～￥9,999","￥8,000～￥9,999",3.53,,https://tabelog.com/tokyo/A1324/A132403/13082309/,予約可,当日の予約は直接お電話にてお問い合わせください予約のキャンセルは3日前迄にお願いします＊コース料理の場合キャンセル料3日前から50％、当日のキャンセルはコース料理の場合キャンセル料100%かかります。,京成押上線「四ツ木駅」より徒歩3分(改札出て左) 四ツ木駅から129m,17:00 - 22:00L.O. 21:30,■ 営業時間営業時間外のお昼の営業や貸切はご予算10万円以上から承ります！「貸切営業、歓送迎会」etc詳細はお電話にて、ご確認下さい■ 定休日月祝の場合は火曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、nanaco、iD） QRコード決済可 （PayPay、d払い）,"35.73300513870478,139.83441038485975",03-3694-6157,東京都葛飾区四つ木1-5-7 ,36,tempura
,虎ノ門 大坂屋 砂場,虎ノ門駅 227m , そば、天ぷら、日本料理,,-,-,3.52,日曜日、祝日,https://tabelog.com/tokyo/A1308/A130802/13002143/,予約可,,東京Metro銀座線、虎ノ門駅から徒歩3分JR新橋駅　徒歩10分 虎ノ門駅から227m,11:00 - 14:45,■ 営業時間[土]11:00～14:00頃■ 定休日3土曜日,カード不可 電子マネー不可 QRコード決済不可,"35.668222438719276,139.75070378426403",03-3501-9661,東京都港区虎ノ門1-10-6 ,740,tempura
,ひとひら,学芸大学駅 31m , 居酒屋、天ぷら、海鮮,,"￥4,000～￥4,999","￥4,000～￥4,999",3.52,-,https://tabelog.com/tokyo/A1317/A131702/13195739/,予約可,,東急東横線 学芸大学徒歩1分 学芸大学駅から31m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6287441387236,139.68555928391095",03-6886-4316,東京都目黒区鷹番3-3-19 YK2ビル 1F,204,tempura
,天ぷら すず航,茅場町駅 149m , 天ぷら、日本料理、日本酒バー,,"￥10,000～￥14,999","￥10,000～￥14,999",3.52,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130203/13022902/,予約可,,地下鉄日比谷線茅場町駅　徒歩1分　地下鉄東西線茅場町駅　徒歩1分 茅場町駅から149m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.67976423872064,139.7780002843615",03-3666-3336,東京都中央区日本橋茅場町2-1-14 ,140,tempura
,蕎麦はやかわ,上野毛駅 109m , そば、天ぷら、親子丼,,"￥2,000～￥2,999","￥2,000～￥2,999",3.52,月曜日,https://tabelog.com/tokyo/A1317/A131715/13228291/,予約可,,東急大井町線上野毛駅より徒歩２分 上野毛駅から109m,,,カード可 （JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.61144070523472,139.63789652749364",03-6884-4614,東京都世田谷区上野毛2-7-1 ,108,tempura
,柳橋 大黒家,浅草橋駅 274m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.52,日曜日、祝日,https://tabelog.com/tokyo/A1311/A131103/13030866/,完全予約制,,JR 総武線 浅草橋駅・徒歩5分以内都営地下鉄浅草線 浅草橋駅・A1出口より徒歩5分タクシー・柳橋下車すぐ近隣駐車場は少ない 浅草橋駅から274m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6955370387136,139.78737418451425",03-3851-4560,東京都台東区柳橋1-2-1 ,55,tempura
,人形町 天ぷら みさき,人形町駅 280m , 居酒屋、天ぷら,,"￥8,000～￥9,999","￥8,000～￥9,999",3.52,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130204/13108738/,完全予約制,予約日前日の20:00までに電話にてご予約ください。,人形町から歩いて５分 人形町駅から280m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay）,"35.685771838717265,139.7793885844212",03-6661-6399,東京都中央区日本橋小舟町15-4 パレドール日本橋Ⅱ 1F,14,tempura
,天ぷら 阿部 銀座本店,銀座駅 40m , 天ぷら,,"￥6,000～￥7,999","￥6,000～￥7,999",3.51,-,https://tabelog.com/tokyo/A1301/A130101/13092132/,予約可,,地下鉄銀座線銀座駅　A10番出口　徒歩1分　ＪＲ有楽町駅　徒歩7分 銀座駅から40m,11:30 - 14:00,■ 定休日大晦日、元旦のみ定休日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.67213725726527,139.76446655461936",03-6228-6077,東京都中央区銀座4-3-7 スバルビル　Ｂ１Ｆ,999,tempura
,天ぷらとワイン大塩 日比谷店,内幸町駅 358m , 居酒屋、天ぷら、海鮮,天ぷらとワインのマリアージュ【新橋・有楽町・銀座から徒歩4分】本格天ぷらを気軽に楽しめる♪,"￥2,000～￥2,999","￥2,000～￥2,999",3.51,-,https://tabelog.com/tokyo/A1301/A130103/13250016/,予約不可,,新橋駅、有楽町駅、銀座駅、日比谷駅より徒歩4分 内幸町駅から358m,11:30 - 22:00L.O. 料理21:00 ドリンク21:30,■ 営業時間※平日13:30頃までランチメニューをご用意しております。食材なくなり次第終了とさせて頂きます。※土日祝日終日アラカルトメニューでのご案内となります。■定休日なし,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、QUICPay） QRコード決済可 （PayPay）,"35.6710387387203,139.75955958428628",03-6268-8347,東京都千代田区内幸町1-7-1 ,400,tempura
,天政 羽田空港店,羽田空港第２ターミナル（東京モノレール）駅 91m , 天ぷら、日本料理,,"￥6,000～￥7,999","￥6,000～￥7,999",3.51,,https://tabelog.com/tokyo/A1315/A131504/13010800/,予約可,,羽田空港第２ターミナル内 羽田空港第２ターミナル駅（東京モノレール）から91m,11:30 - 15:00,■定休日無休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.550980338805886,139.78885628305304",03-6428-9110,東京都大田区羽田空港3-4-2 羽田空港第2旅客ターミナル 5F,320,tempura
,神楽坂 よこ田,飯田橋駅 411m , 寿司、天ぷら、日本料理,【ミシュランガイド掲載】8年連続ミシュラン獲得店が神楽坂に。進化し続ける天冨良と鮨を味わう,"￥10,000～￥14,999","￥10,000～￥14,999",3.51,,https://tabelog.com/tokyo/A1309/A130905/13255366/,予約可,,東京メトロ各線 飯田橋駅 B3番出口 徒歩3分東京メトロ東西線 神楽坂駅 徒歩3分都営大江戸線 牛込神楽坂駅 徒歩3分ＪＲ総武線 飯田橋駅 西口 徒歩5分 飯田橋駅から411m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70140733869478,139.73997078460678",03-3528-9711,東京都新宿区神楽坂3-6 サムライ堂ビル 4F,232,tempura
,天ぷら やす田,東銀座駅 410m , 天ぷら、居酒屋、日本料理,◇銀座駅・新橋駅 徒歩5分◇素材にこだわった最高品質の“天ぷら”をリーズナブルに召し上がれ,"￥3,000～￥3,999","￥3,000～￥3,999",3.51,,https://tabelog.com/tokyo/A1301/A130101/13216966/,予約可,お席指定のご予約は受け付けておりません。食べログサイトからのネット予約は、食べログ利用料として1人220円が別途かかります。お電話での予約の場合は上記費用はかかりません。ご要望等ある場合はお電話にてご相談ください。,東京メトロ銀座駅 A4出口・・・徒歩6分(直線距離339ｍ)東京メトロ東銀座駅 A1出口・・・徒歩7分(直線距離365ｍ)東京メトロ新橋駅 1番出口・・・徒歩6分(直線距離333ｍ)JR新橋駅 銀座口改札・・・徒歩7分(直線距離444ｍ)JR有楽町駅 銀座口改札・・・徒歩13分(直線距離705ｍ) 東銀座駅から410m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66807773872332,139.76312658425388",03-6264-6125,東京都中央区銀座7-11-11 長谷川ビル B1F,221,tempura
,円山町わだつみ,神泉駅 118m , そば、牛料理、天ぷら,【和牛・蕎麦・天ぷら】和食と日本酒 円山町わだつみ,"￥6,000～￥7,999","￥6,000～￥7,999",3.51,日曜日,https://tabelog.com/tokyo/A1303/A130301/13142869/,予約可,,【渋谷駅から】　徒歩6分京王井の頭線改札方面、渋谷駅直結「渋谷マークシティ」４F飲食店フロアを道玄坂方面に抜ける。信号を渡り左方向へ進み、道玄坂交番を右折。ファミリーマート手前の細い路地を右折。一つ目の十字路を左折（右向かいのパーキングが目印）。左手、三長さん隣の門をくぐり、回廊を進むと当店の暖簾あり。【神泉駅から】　徒歩3分神泉駅　南口を出て、コンビニを背にして線路沿いすぐ脇の階段を上る。小路を進み、広い通りに出たら（正面、龍盛菜館）左へ。道なりに歩き『おでん割烹ひで』さんが左手にそのTの字を右へ曲がり程なく右側に木造建屋。建屋の門をくぐり、回廊を進むと左手に『わだつみの暖簾』あり。 神泉駅から118m,11:30 - 15:00L.O. 14:30,■ 営業時間【月～土】営業時間変更18:00～22:00アルコール類はL.O21:30。■ 定休日不定休あり,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.657599638708234,139.69485278419592",03-6455-0267,東京都渋谷区円山町6-1 ,215,tempura
,天ぷら 天青,外苑前駅 319m , 天ぷら、天丼、日本料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.51,日曜日、祝日,https://tabelog.com/tokyo/A1306/A130603/13016592/,予約可,,地下鉄銀座線外苑前駅 1a出口 徒歩8分 外苑前駅から319m,,,カード可 （VISA、Master、JCB、AMEX、Diners）,"35.66753993870944,139.71849118427974",03-5786-2228,東京都港区南青山4-1-3 セントラル青山　１Ｆ,154,tempura
,天婦羅ほり川 ホテルニューオータニ店,麹町駅 525m , 天ぷら、日本料理,【赤坂見附/麹町駅 徒歩7分】厳選素材と熟練の技が織り成す日本伝統の味をご賞味ください。,"￥10,000～￥14,999","￥10,000～￥14,999",3.51,,https://tabelog.com/tokyo/A1308/A130803/13019033/,予約可,小学生未満のお子様はカウンター席のご利用をご遠慮頂いております。小学生未満のお子様をお連れのお客様は、テーブル席をお選び頂きますようお願い申し上げます。,地下鉄銀座線 赤坂見附駅 徒歩7分地下鉄丸の内線 赤坂見附駅 徒歩7分地下鉄有楽町線 麹町駅 徒歩7分ＪＲ 四ッ谷駅 徒歩8分 麹町駅から525m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、au PAY）,"35.68110854829243,139.73428587028965",03-3221-4166,東京都千代田区紀尾井町4-1 ホテルニューオータニ東京 ロビィ階,86,tempura
,麻布 川上庵,麻布十番駅 377m , そば、天ぷら、日本料理,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,-,https://tabelog.com/tokyo/A1307/A130702/13004546/,予約可,,地下鉄麻布十番駅 徒歩3分【最寄駅】三田線三田駅 徒歩25分。JR田町駅 徒歩30分弱。 麻布十番駅から377m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済不可,"35.653133538724155,139.735947884122",03-5439-5757,東京都港区麻布十番3-5-7 麻布カジタビル B1F,771,tempura
,躻,馬喰横山駅 126m , うなぎ、居酒屋、天ぷら,洗練されたお洒落な店内◆昼はうなぎをメインに夜はおつまみも充実！接待や宴会にもどうぞ,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,,https://tabelog.com/tokyo/A1302/A130204/13291679/,予約可,ランチタイムは全ての曜日で予約不可,JR総武線「馬喰町」駅　東京メトロ「小伝馬町」駅都営地下鉄「馬喰横山」駅都営地下鉄「東日本橋」駅 馬喰横山駅から126m,11:30 - 15:00L.O. 14:00,■定休日無し,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、楽天ペイ、au PAY）,"35.69128353107434,139.78186256140788",03-3527-3938,東京都中央区日本橋横山町1-4 林屋ビル　,474,tempura
,蔵前いせや,蔵前駅 407m , 天丼、天ぷら,,"￥1,000～￥1,999","￥1,000～￥1,999",3.5,水曜日,https://tabelog.com/tokyo/A1311/A131103/13008668/,予約可,,都営大江戸線蔵前駅より徒歩3分東京メトロ銀座線田原町駅より徒歩7分 東京メトロ日比谷線仲御徒町駅より徒歩10分 蔵前駅から407m,11:00 - 15:00L.O. 14:40,売切れ仕舞,カード不可 電子マネー不可 QRコード決済不可,"35.70623413870714,139.7884133846216",03-3866-5870,東京都台東区蔵前4-37-9 ,390,tempura
,京橋 婆娑羅,京橋駅 132m , 日本料理、すき焼き、天ぷら,「ばさら＝自由気ままに」日本料理の新しい楽しみ方を、この京橋から提案します,"￥10,000～￥14,999","￥10,000～￥14,999",3.5,,https://tabelog.com/tokyo/A1302/A130201/13155007/,予約可,,京橋駅徒歩1分 / 銀座駅徒歩5分/ 東京駅徒歩8分 / 宝町徒歩5分 京橋駅から132m,11:30 - 15:00L.O. 14:00,土曜日のディナータイムはご予約のお客様のみの営業となっております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.676018306532605,139.76878879474495",03-5542-1938,東京都中央区京橋3-1 東京スクエアガーデン  1F,269,tempura
,レア天丼 銀座 三よし,銀座駅 299m , 天ぷら、天丼,【銀座駅4分】SNSでも人気。“レア天丼”で新感覚の美食体験を,"￥3,000～￥3,999","￥3,000～￥3,999",3.5,,https://tabelog.com/tokyo/A1301/A130101/13285959/,予約可,"お席をご予約の際は、お一人様2,000円以上のご飲食をお願いしております。ご連絡なく20分以上ご予約の時間から遅れた場合は、キャンセル扱いとさせていただきます。",銀座駅から徒歩４分 銀座駅から299m,11:00 - 14:30L.O. 14:00,"ご予約はディナーの時間帯のみ承っております。４名様以上、もしくは貸し切りをご希望の方はお電話にてお問い合わせください。各SNSのDMからのご連絡も対応いたしております！（ご予約に際しては、お一人様2,000円以上のご注文をお願いしております。）また、お客様のご要望にお応えし、期間限定で土曜日、日曜日及び祝日のランチ営業時間を延長中です！■ 定休日：年末年始（2024年12月30日～2025年1月4日）1月5日からは通常営業です！",カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、d払い）,"35.67147533872044,139.76089228428978",03-6826-9475,東京都中央区銀座6-3-15 昭和イーティングビル 1F,253,tempura
,うどん屋 清,王子駅前駅 260m , うどん、居酒屋、天ぷら,JR王子駅北口3分◆自家製の宴会メニューが充実！コース利用がお得です◎座敷完備で貸切もOK,"￥2,000～￥2,999","￥2,000～￥2,999",3.5,,https://tabelog.com/tokyo/A1323/A132303/13216782/,予約可,,JR王子駅北口より徒歩3分 王子駅前駅から260m,11:00 - 00:00L.O. 23:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い）,"35.75507973865993,139.7375628851506",03-6903-3242,東京都北区王子1-16-16 ,249,tempura
,讃岐饂飩 元喜,代々木上原駅 307m , うどん、天ぷら、居酒屋,【予約ができるうどんの名店】百名店2020選出、絶品讃岐うどんと美味 しい酒と肴,"￥2,000～￥2,999","￥2,000～￥2,999",3.5,,https://tabelog.com/tokyo/A1318/A131811/13261492/,予約可,※ディナーのみ予約可,小田急線 「代々木上原駅」東口より徒歩1分東口の階段通路を降りて左、坂を少し下り最初の十字路を右折。商店街の通りを50mくらい進むと右に「元喜」とお店に大きく書かれた文字が見えます。入り口は「元喜」の文字の左、のれんが掛かってますので、そこからお入りください。 代々木上原駅から307m,,,カード可 電子マネー可 QRコード決済不可,"35.67028123869631,139.6827197843325",03-3466-0141,東京都渋谷区西原3-1-6 ,202,tempura
,お座敷天婦羅 天政 丸ビル店,二重橋前駅 242m , 天ぷら、日本料理、揚げ物,,"￥20,000～￥29,999","￥20,000～￥29,999",3.5,,https://tabelog.com/tokyo/A1302/A130201/13010704/,予約可,当日のキャンセルには梅コース×お人数様100％のキャンセル料を頂戴いたします。5名様以上のご予約及び個室ご予約の場合は、2日前上記の20％、前日上記の50％のキャンセル料となりますのでご注意下さい。,ＪＲ東京駅丸の内口利用丸ノ内線、千代田線　他 二重橋前駅から242m,11:30 - 14:30L.O. 13:30,■ 営業時間ディナー 最終入店　　20:00　　ラストオーダー(料理　20：30　ドリンク21：30）閉店　22：00■ 定休日無休（ビルの休館日に準ずる）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.681324338715186,139.76398988438706",050-3503-3869,東京都千代田区丸の内2-4-1 丸の内ビルディング 35F,166,tempura
,天兼,新宿西口駅 142m , 天ぷら、日本料理、居酒屋,,"￥10,000～￥14,999","￥10,000～￥14,999",3.5,,https://tabelog.com/tokyo/A1304/A130401/13027783/,予約可,当日キャンセルはキャンセル料ありお子様連れのご予約はネット予約では受付致しておりませんので、お電話にてご相談くださいませ。,JR 新宿駅 B17番出口 直進 1分 新宿西口駅から142m,11:30 - 14:00L.O. 13:30,お昼は予告なく、お休みすることがあります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69262593868702,139.69809098454743",03-3342-5601,東京都新宿区西新宿1-5-1 小田急ハルク 1F,112,tempura
,自家製さぬきうどんと肉 甚三 新橋2号店,汐留駅 282m , うどん、天ぷら,,-,-,3.5,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13264301/,予約不可,,都営地下鉄浅草線【新橋駅】徒歩５分ＪＲ山手線ほか【新橋駅】烏森口　徒歩６分東京メトロ銀座線【新橋駅】徒歩８分都営地下鉄大江戸線【汐留駅】徒歩６分 汐留駅から282m,11:00 - 15:00,■ 営業時間※玉切れ次第終了,カード不可 電子マネー不可 QRコード決済不可,"35.663246838724405,139.75689648420945",03-5843-7887,東京都港区新橋5-12-2 鴻盟社ビル 1F,110,tempura
,天重,錦糸町駅 636m , 天ぷら、天丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.5,-,https://tabelog.com/tokyo/A1312/A131201/13082659/,予約可,,都営バス 太平3丁目墨田区内循環バス南部ルート 賛育会病院いずれも徒歩2分 錦糸町駅から636m,11:00 - 19:00,■ 営業時間多少早めに閉店することあり。18時半までが確実,カード不可 電子マネー不可 QRコード決済不可,"35.70238273871734,139.8127528845656",03-3623-8080,東京都墨田区太平2-18-10 ,104,tempura
,京橋 天冨良と鮨 いしい,京橋駅 195m , 天ぷら、寿司,【個室完備】四季折々日本料理と寿司の会席9800円より。 お昼限定会席は4500円より。,"￥10,000～￥14,999","￥10,000～￥14,999",3.5,,https://tabelog.com/tokyo/A1302/A130202/13290547/,予約可,,地下鉄銀座線　京橋駅より徒歩3分地下鉄銀座線　日本橋駅より徒歩7～8分ＪＲ東京駅八重洲口　5番出口より徒歩4～5分都営浅草線　宝町駅より徒歩3分京橋駅から200m 京橋駅から195m,11:30 - 15:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.677458485182406,139.77193263400767",03-6271-0062,東京都中央区京橋1-6-12 イーサスビル B1F,93,tempura
