awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude,broad_genre
,うなぎ四代目菊川 ムスブ田町店,田町駅 173m , うなぎ,昭和七年創業。老舗鰻卸問屋が営む「うなぎ四代目菊川」で名物一本うなぎを。,"￥5,000～￥5,999","￥5,000～￥5,999",3.51,,https://tabelog.com/tokyo/A1314/A131402/13250000/,予約可,,JR田町駅芝浦口　徒歩3分都営地下鉄三田線三田駅　徒歩5分都営地下鉄浅草線三田駅　徒歩5分 田町駅から173m,11:00 - 15:00L.O. 14:00,■ 定休日年末年始（施設に準ずる。）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.645949519722556,139.74953455600703",03-6435-1128,東京都港区芝浦3-1-1 msb Tamachi田町ステーションタワーN 1F,252,unagi,False,35.645949519722556,139.74953455600703,unagi
,にょろ助 赤坂,赤坂見附駅 222m , うなぎ、鍋、丼,,"￥5,000～￥5,999","￥5,000～￥5,999",3.51,日曜日,https://tabelog.com/tokyo/A1308/A130801/13202274/,予約可,※「にょろ助　赤坂」あらため、「丸壱富士  赤坂（まるいちふじ　あかさか）」として、2024年8月、リニューアルOPEN！,東京メトロ　千代田線　赤坂駅東京メトロ　銀座線　赤坂見附駅東京メトロ　丸の内線　赤坂見附駅 赤坂見附駅から222m,11:30 - 15:00L.O. 14:30,■ 定休日　変更する場合がございます。※「にょろ助　赤坂」あらため、「丸壱富士  赤坂（まるいちふじ　あかさか）」として、2024年8月、リニューアルOPEN！,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.67483873871048,139.73628298434102",03-5545-6314,東京都港区赤坂3-16-8 東海アネックスビル 1F,244,unagi,False,35.67483873871048,139.73628298434102,unagi
,喜代川,茅場町駅 300m , うなぎ、日本料理,,"￥15,000～￥19,999","￥15,000～￥19,999",3.51,日曜日、祝日,https://tabelog.com/tokyo/A1302/A130203/13003046/,予約可,２階のお座敷（個室）はコース料理になります。（HPコースメニュー参照）１階のテーブル席はアラカルトになります。ランチタイムもお席のご予約が可能です。,東京メトロ東西線、日比谷線茅場町駅下車徒歩5分　東京メトロ日比谷線人形町駅、半蔵門線水天宮前駅下車徒歩7分　東京メトロ東西線、銀座線日本橋駅下車徒歩８分 茅場町駅から300m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.68268763871967,139.78081888438905",03-3666-3197,東京都中央区日本橋小網町10-5 ,171,unagi,False,35.68268763871967,139.78081888438905,unagi
,池袋寅箱,池袋駅 649m , 居酒屋、うなぎ、日本酒バー,,"￥4,000～￥4,999","￥4,000～￥4,999",3.51,-,https://tabelog.com/tokyo/A1305/A130501/13237870/,予約可,お酒を食事を楽しんでいただくお店です。お酒の呑めない方、お車の方はご遠慮ください。入店を拒否させていただく場合もございます。※当日キャンセルはキャンセル料を頂戴いたします。,池袋西口より徒歩10分 池袋駅から649m,17:00 - 00:00L.O. 23:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど））,"35.735438538663196,139.70867478497246",03-6907-0017,東京都豊島区池袋2-69-3 メゾン玉城 1F,130,unagi,False,35.735438538663196,139.70867478497246,unagi
,まほろば,内幸町駅 254m , うなぎ、居酒屋,,"￥8,000～￥9,999","￥8,000～￥9,999",3.51,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13119188/,予約可,土用の丑の日前後は不可。夜のみ、貸切予約可。FAX：03-6268-8007,都営地下鉄三田線【内幸町駅】徒歩２分ＪＲ山手線・京浜東北線【新橋駅】日比谷口　徒歩４分東京メトロ銀座線【新橋駅】徒歩５分 内幸町駅から254m,11:15 - 14:00,■ 営業時間11:15～14:00(売切れ仕舞),カード可 （AMEX） 電子マネー不可 QRコード決済可 （PayPay）,"35.66780343872099,139.75526238425664",03-6268-8007,東京都港区新橋2-2-4 パイオニアビル2 1F,123,unagi,False,35.66780343872099,139.75526238425664,unagi
,うなぎ処 おお葉,神田駅 198m , うなぎ、どじょう,,"￥5,000～￥5,999","￥5,000～￥5,999",3.51,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13011298/,予約可,,JR神田駅徒歩３分 神田駅から198m,11:00 - 14:30,■ 定休日第2第4第5土曜日(7月は営業),カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69117513871064,139.76934988448284",03-3254-8080,東京都千代田区内神田3-10-1 大木ビル,111,unagi,False,35.69117513871064,139.76934988448284,unagi
,小ノ孝,芝公園駅 382m , うなぎ,,-,-,3.51,-,https://tabelog.com/tokyo/A1314/A131401/13178531/,予約不可,,都営三田線芝公園駅A1出口より徒歩6分 芝公園駅から382m,,,カード不可 電子マネー不可 QRコード決済不可,"35.65191003873047,139.75332618409743",03-3453-6852,東京都港区芝2-3-20 ,93,unagi,False,35.65191003873047,139.75332618409743,unagi
,源氏,田端駅 618m , うなぎ、焼き鳥、日本料理,,"￥5,000～￥5,999","￥5,000～￥5,999",3.51,火曜日,https://tabelog.com/tokyo/A1323/A132301/13046004/,予約可,,ＪＲ山手線・京浜東北線【田端駅】徒歩10分東京メトロ千代田線【千駄木駅】徒歩13分 田端駅から618m,11:30 - 14:00,■ 営業時間11:30～14:00(売切仕舞い) 16:30～20:00(売切仕舞い)■ 定休日（（一部の水曜も休みでした（2021年3月））,カード不可 電子マネー不可,"35.73270363868067,139.75803188491022",03-3821-1006,東京都文京区本駒込4-42-3 源氏ビル,61,unagi,False,35.73270363868067,139.75803188491022,unagi
,ひつまぶし名古屋備長 マロニエゲート銀座1店,銀座一丁目駅 159m , うなぎ,モダンで落ち着いた雰囲気でいただく、極上のひつまぶし,"￥5,000～￥5,999","￥5,000～￥5,999",3.5,,https://tabelog.com/tokyo/A1301/A130101/13042857/,予約可,■当分の間、席数を減らしております。【席のご希望に添えない場合がございます。】11名さま以上の団体のご予約はお電話でお問い合わせくださいませ。【短縮営業のため営業時間をご確認のうえご利用をお願いいたします。】ベビーカーや車椅子のご利用がございましたらお知らせくださいませ。席の調整をいたします。アレルギーはございませんか？ございましたらお知らせくださいませ。,東京メトロ銀座線・丸ノ内線・日比谷線銀座駅C6出口またはA13出口 徒歩4分JR山手線・京浜東北線有楽町駅中央口 徒歩3分東京メトロ有楽町線銀座一丁目駅4番出口　徒歩1分高速バス成田空港～銀座（エアポートバス東京成田（THEアクセス成田））銀座駅バス停 徒歩4分 銀座一丁目駅から159m,11:00 - 15:00L.O. 14:30,■ 定休日マロニエゲート銀座１に準ずる■年末年始の営業日・営業時間・～12/31(火)　通常営業・1/1(水)　休業・1/2(木)～　通常営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD） QRコード決済可 （d払い）,"35.6743219387201,139.76544748431533",03-5159-0231,東京都中央区銀座2丁目2番地14号 マロニエゲート12階,555,unagi,False,35.6743219387201,139.76544748431533,unagi
,躻,馬喰横山駅 126m , うなぎ、居酒屋、天ぷら,洗練されたお洒落な店内◆昼はうなぎをメインに夜はおつまみも充実！接待や宴会にもどうぞ,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,,https://tabelog.com/tokyo/A1302/A130204/13291679/,予約可,ランチタイムは全ての曜日で予約不可,JR総武線「馬喰町」駅　東京メトロ「小伝馬町」駅都営地下鉄「馬喰横山」駅都営地下鉄「東日本橋」駅 馬喰横山駅から126m,11:30 - 15:00L.O. 14:00,■定休日無し,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、楽天ペイ、au PAY）,"35.69128353107434,139.78186256140788",03-3527-3938,東京都中央区日本橋横山町1-4 林屋ビル　,474,unagi,False,35.69128353107434,139.78186256140788,unagi
,小柳,浅草（東武・都営・メトロ）駅 250m , うなぎ、鳥料理,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,木曜日,https://tabelog.com/tokyo/A1311/A131102/13003689/,予約不可,,地下鉄銀座線浅草駅1番出口から徒歩約4分東武スカイツリーライン浅草駅より徒歩4分つくばエクスプレス浅草駅5番出口より徒歩4分 浅草駅（東武・都営・メトロ）から250m,,,カード不可 電子マネー不可 QRコード決済不可,"35.712203438705615,139.79552378467687",03-3843-2861,東京都台東区浅草1-29-11 ,424,unagi,False,35.712203438705615,139.79552378467687,unagi
,元祖 うな鐡,渋谷駅 279m , うなぎ、串焼き,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13012494/,予約不可,,京王井の頭線「渋谷駅」西口出て左へすぐ(徒歩0分) 渋谷駅から279m,11:30 - 15:00,■ 定休日年末年始　GW　お盆,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.65856033870876,139.69841658420313",03-3461-9024,東京都渋谷区道玄坂2-8-8 コスモ渋谷館　１Ｆ,358,unagi,False,35.65856033870876,139.69841658420313,unagi
,串打ちジビエと鰻串 新宿寅箱,新宿三丁目駅 383m , 居酒屋、うなぎ、日本酒バー,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,-,https://tabelog.com/tokyo/A1304/A130401/13209079/,予約可,お酒を食事を楽しんでいただくお店です。お酒の呑めない方、お車の方はご遠慮ください。入店を拒否させていただく場合もございます。,新宿駅から徒歩約７分新宿三丁目駅 C7 C8出口より徒歩約１分 新宿三丁目駅から383m,11:30 - 14:30L.O. 14:00,■ 営業時間ランチは無くなり次第終了,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済可 （PayPay）,"35.69237993869041,139.70823998453784",03-5357-7727,東京都新宿区新宿5-10-6 宮崎ビル 1F,212,unagi,False,35.69237993869041,139.70823998453784,unagi
,うなぎ藤田 東京店,豊田駅 841m , うなぎ、日本料理,,-,-,3.5,木曜日,https://tabelog.com/tokyo/A1329/A132903/13016364/,予約可,,JR豊田駅北口徒歩13分 豊田駅から841m,11:00 - 15:00,営業時間11:00頃～15:00（最終受付時間 14:00）定休日木曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66502113860169,139.375091084495",042-581-2099,東京都日野市多摩平3-7-4 ,166,unagi,False,35.66502113860169,139.375091084495,unagi
,千寿,北千住駅 224m , うなぎ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,,https://tabelog.com/tokyo/A1324/A132402/13012272/,予約可,,北千住駅から、徒歩4分（0.3km）です。 北千住駅から224m,,,カード不可 電子マネー不可 QRコード決済不可,"35.7481659093623,139.8029990206709",03-3888-2344,東京都足立区千住1-34-4 ,164,unagi,False,35.7481659093623,139.8029990206709,unagi
,いろは亭,中野駅 343m , うなぎ、日本料理、居酒屋,,"￥5,000～￥5,999","￥5,000～￥5,999",3.5,-,https://tabelog.com/tokyo/A1319/A131902/13012868/,予約可,,ＪＲ中央線中野駅北口から 徒歩5分中野共立病院の近くにあります★①中野駅から商店街を真っ直ぐ中野ブロードウェイの入り口まで進んでいただき、入り口を入らずに右折。②突き当りを右折し、すぐに左折。③一個目を左に入っていただくと右手にございます。 中野駅から343m,17:00 - 22:00L.O. 22:00,■ 定休日年末年始,カード不可 電子マネー不可,"35.708695338666885,139.66692948473158",03-3387-4487,東京都中野区中野5-47-4 青潮ビル 1F,123,unagi,False,35.708695338666885,139.66692948473158,unagi
,泊舟,北千住駅 178m , 日本料理、豆腐料理、うなぎ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,-,https://tabelog.com/tokyo/A1324/A132402/13009128/,予約可,コース料理のみ,北千住駅から、徒歩1分です。 北千住駅から178m,11:00 - 21:00L.O. 20:00,■ 定休日不定休（丸井に準ずる）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.75086043868399,139.80470958506092",03-5284-3601,東京都足立区千住3-92 北千住マルイ 9F,89,unagi,False,35.75086043868399,139.80470958506092,unagi
,登川,恵比寿駅 263m , うなぎ、串焼き,,"￥10,000～￥14,999","￥10,000～￥14,999",3.5,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1303/A130302/13079474/,予約可,,東京メトロ日比谷線【恵比寿駅】徒歩３分ＪＲ山手線・埼京線【恵比寿駅】西口　徒歩４分東急東横線【代官山駅】徒歩６分 恵比寿駅から263m,,,カード可 電子マネー不可 QRコード決済不可,"35.64823873871827,139.70773048409234",03-3477-0223,東京都渋谷区恵比寿西1-15-2 アパルトマンイトウ 1F,83,unagi,False,35.64823873871827,139.70773048409234,unagi
,うなぎ大久保,北野駅 292m , うなぎ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.5,-,https://tabelog.com/tokyo/A1329/A132904/13043340/,予約可,,京王北野駅より徒歩5分北野駅南口側バスロータリー方向　スーパーオートバックス隣(北野街道からは店舗が見えません) 北野駅から292m,,,カード不可 電子マネー不可,"35.64529703860667,139.3514143843124",042-637-6116,東京都八王子市打越町2003-3 ,76,unagi,False,35.64529703860667,139.3514143843124,unagi
,日本料理　時宜,東京ビッグサイト駅 461m , 日本料理、鉄板焼き,,"￥30,000～￥39,999","￥30,000～￥39,999",3.61,-,https://tabelog.com/tokyo/A1313/A131306/13048167/,完全予約制,,東京ビッグサイト駅から461m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可,"35.62830178157796,139.78686254623312",03-6700-1111,東京都江東区有明3-1-5 東京ベイコート倶楽部 ホテル＆スパリゾート24F,188,unagi,False,35.62830178157796,139.78686254623312,unagi
,天房,市場前駅 111m , 天ぷら、天丼、海鮮,,-,-,3.61,-,https://tabelog.com/tokyo/A1313/A131307/13227313/,予約不可,,ゆりかもめ市場前駅から徒歩2分 市場前駅から111m,,,カード不可 電子マネー不可 QRコード決済不可,"35.6447830582281,139.7859432526412",03-6633-0222,東京都江東区豊洲6-3-1 豊洲市場 5街区 青果棟 1F,181,unagi,False,35.6447830582281,139.7859432526412,unagi
,鮨南山,広尾駅 526m , 寿司、海鮮,"南麻布に佇む隠れ家で、五感で楽しめる""育成寿司""で極上のおもてなし","￥20,000～￥29,999","￥20,000～￥29,999",3.61,,https://tabelog.com/tokyo/A1307/A130703/13076593/,予約可,お苦手な食材やアレルギー等、お申し付けください。,■広尾駅徒歩：7分タクシー：4分■恵比寿駅タクシー：8分■白金高輪駅タクシー：5分■ 麻布十番タクシー：7分 広尾駅から526m,18:00 - 22:30,■ 営業時間最終入店20時半,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64748043872405,139.72436978407302",03-3280-3454,東京都港区南麻布4-12-4 プラチナコート広尾 1F,180,unagi,False,35.64748043872405,139.72436978407302,unagi
食べログ 天ぷら 百名店 2023 選出店,天雅,中目黒駅 357m , 天ぷら、日本料理,天ぷらと日本料理で旬の美味しさを存分に楽しめる「天雅会席」,"￥20,000～￥29,999","￥20,000～￥29,999",3.61,,https://tabelog.com/tokyo/A1317/A131701/13147445/,完全予約制,※キャンセルポリシー前日キャンセル　ご予約済のお料理代金の50％当日キャンセル　ご予約済のお料理代金の100％※アレルギー食材をお持ちの方は必ず“ご予約の際”に備考欄にご記入下さい。ご同伴者様にも事前にご確認願います。ご来店後のお申し出にはご対応致しかねます。※香水等強い香りをまとってのご来店はご遠慮下さい。ご同伴者様にもお伝え願います。,東急東横線、東京メトロ日比谷線　中目黒駅より徒歩4分 中目黒駅から357m,18:00 - 22:00,■ ご予約最終入店時間 20:00■ 定休日月曜日(連休の場合あり),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64588358366686,139.6955418209118",03-6303-4005,東京都目黒区上目黒3-16-13 キューブＭ B1F,157,unagi,False,35.64588358366686,139.6955418209118,unagi
,一即夛,乃木坂駅 609m , 日本料理,,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130701/13023340/,予約可,,乃木坂駅から609m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.661408638715166,139.7242307842138",03-3746-2877,東京都港区西麻布1-10-16 ２Ｆ,144,unagi,False,35.661408638715166,139.7242307842138,unagi
,益子,新橋駅 249m , 焼き鳥,,"￥8,000～￥9,999","￥8,000～￥9,999",3.61,-,https://tabelog.com/tokyo/A1301/A130103/13002213/,予約不可,,都営地下鉄三田線【内幸町駅】徒歩４分ＪＲ山手線ほか【新橋駅】日比谷口　徒歩４分東京メトロ銀座線【新橋駅】徒歩５分 新橋駅から249m,,,カード不可 電子マネー不可,"35.667052646253694,139.75560058059787",03-3508-8076,東京都港区新橋2-10-8 関口ビル　１Ｆ,141,unagi,False,35.667052646253694,139.75560058059787,unagi
,鉄板焼 さざんか,虎ノ門ヒルズ駅 201m , 鉄板焼き、日本料理、レストラン,【ホテル最上階】上質な食材を確かな熟練の技で。美食と美酒が奏でる心からのおもてなしを堪能,"￥20,000～￥29,999","￥20,000～￥29,999",3.61,-,https://tabelog.com/tokyo/A1308/A130802/13238559/,予約可,"◆ご予約のキャンセルは、前日までにご連絡をお願いいたします。　◆キャンセルポリシー当日のキャンセル　または　ご予約時間より30分を過ぎてご来店がない場合：コース、プラン料金の100％お席のみのご予約の場合、ランチ￥6,000 / ディナー ￥12,000 のご予約人数分",虎ノ門ヒルズ駅から201m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66708552226595,139.74552308268602",03-3505-6071,東京都港区虎ノ門2-10-4 The Okura Tokyoオークラ プレステージタワー 41F,135,unagi,False,35.66708552226595,139.74552308268602,unagi
,鮨 こまり,溜池山王駅 201m , 寿司,仲卸の経験を活かした魚に最も近い大将が紡ぎ出す“本格江戸前鮨”を堪能,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,,https://tabelog.com/tokyo/A1308/A130802/13271323/,完全予約制,,【溜池山王駅方面から】溜池山王駅11番出口から徒歩１分【赤坂駅方面から】赤坂駅5番出口から徒歩３分 溜池山王駅から201m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67114553871406,139.74015848430096",03-5544-8355,東京都港区赤坂2-12-25 1F,134,unagi,False,35.67114553871406,139.74015848430096,unagi
,和食 おの寺,飯田橋駅 383m , 日本料理,四季を映した和の会席料理。熟練の技が織りなす、季節の風趣を凝らした一皿をお愉しみください。,"￥10,000～￥14,999","￥10,000～￥14,999",3.61,,https://tabelog.com/tokyo/A1309/A130905/13030807/,予約可,当店よりご確認のお電話をさしあげる場合がございます。 連絡がつかない場合、キャンセルとさせていただく場合がございます。※必ずご連絡がつく電話番号をお知らせください。また、新鮮な食材をご提供するためにも人数の変更やキャンセルが発生した場合には2日前までにご連絡くださいませ。,JR飯田橋駅西口　徒歩5分東京メトロ飯田橋駅B3　徒歩5分都営大江戸線牛込神楽坂駅A3　徒歩5分東西線神楽坂駅　徒歩10分 飯田橋駅から383m,18:00 - 22:30,■ 営業時間最終入店は21：00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70150523869481,139.74027458460756",03-3260-2066,東京都新宿区神楽坂3-2 神楽坂越後屋ビル　４F,130,unagi,False,35.70150523869481,139.74027458460756,unagi
,魚見茶寮,恵比寿駅 374m , 日本料理、海鮮、居酒屋,【11/26(火)空席△】11月店休日▶︎11(月 16(土 17(日 20(水 25(月 28(木,"￥10,000～￥14,999","￥10,000～￥14,999",3.61,,https://tabelog.com/tokyo/A1303/A130302/13239576/,予約可,※地図アプリ等で検索の際、裏口が表示される場合がございますのでお気をつけ下さい。店舗入口は恵比寿西一丁目五差路より渋谷方面へ約100m直進、左側(クリーニング屋さん斜め前)となります。,JR恵比寿駅から徒歩４分東急東横線代官山駅から徒歩7分ㅤ※地図アプリ等で検索の際、裏口が表示される場合がございますのでお気をつけ下さい。店舗入口は恵比寿西一丁目五差路より渋谷方面へ約100m直進、左側(クリーニング屋さん斜め前)となります。 恵比寿駅から374m,12:30 - 15:00,"■ご希望のお席がネット予約不可でもTELにてお気軽にお問い合わせください。■当日席のお問い合わせ大歓迎です。(080-7661-0552)■ 10~14名様にて貸切承ります。◾️3名様〜御予約にてランチ営業致します。(12:30スタート¥10,000コースのみ■お子様のご来店に関しましては店舗にお問い合わせをお願いいたします。",カード可 電子マネー不可 QRコード決済不可,"35.64956943871741,139.70764588410583",080-7661-0552,東京都渋谷区恵比寿西2-8-5 高麗羅ビル 1F,129,unagi,False,35.64956943871741,139.70764588410583,unagi
,鮨 竜太,乃木坂駅 216m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,-,https://tabelog.com/tokyo/A1307/A130701/13285051/,予約可,※キャンセルポリシー　前々日までのキャンセル→キャンセル料なし　前日のキャンセル→コース料金の50%　当日のキャンセル→コース料金の100%,乃木坂駅より徒歩約3分六本木駅より徒歩約6分 乃木坂駅から216m,12:30 - 14:30,※不定休(GW/お盆/年末年始定休)※ランチ営業も不定期となります,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.665813138713716,139.7284702842553",03-6680-6286,東京都港区六本木7-3-15 鈴や第二ビル B1F,77,unagi,False,35.665813138713716,139.7284702842553,unagi
,銀座 kappou ukai 肉匠,新橋駅 365m , 牛料理、日本料理,,"￥30,000～￥39,999","￥30,000～￥39,999",3.61,月曜日、日曜日,https://tabelog.com/tokyo/A1301/A130103/13269626/,予約可,<キャンセルポリシー>■コース予約の場合ご予約の前日：50％、ご予約当日：100％※8名様以上の場合は6日前よりキャンセル料30％を頂戴いたします※その他詳細は店舗へ直接お問い合わせください,・東京メトロ銀座線ご利用の方銀座駅A3出口より 徒歩5分新橋駅出口１より徒歩4分中央通り沿い、１Fのスワロフスキーが目印のビルの地下１階にございます。ビル内のエレベーターをご利用ください。※銀座には当店のほか、うかいグループの鉄板料理「銀座うかい亭」もございますのでご予約の際はご注意ください。新橋駅から364m 新橋駅から365m,12:00 - 15:00L.O. 料理13:00,■ 定休日　月曜日、火曜日、年末年始※2024年4月1日より定休日を変更させていただきました。,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （d払い）,"35.667857391682155,139.76185696839804",03-5568-1515,東京都中央区銀座8-9-15 ジュエルボックス銀座 B1F,74,unagi,False,35.667857391682155,139.76185696839804,unagi
,ますぶち,奥沢駅 215m , 日本料理、海鮮、居酒屋,,"￥6,000～￥7,999","￥6,000～￥7,999",3.61,-,https://tabelog.com/tokyo/A1317/A131711/13169455/,予約可,電話可能でスムーズな時間帯「10時30分頃から17時」営業時間内の予約等のお問い合わせはご遠慮ください。料理一人、サービス一人の為ご理解・ご了承の程、何卒よろしくお願い致します。,東急東横線自由が丘駅より徒歩8分東急目黒線奥沢駅より　　徒歩4分東急大井町線緑が丘駅より徒歩5分奥沢神社より徒歩2分程度 奥沢駅から215m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6051963387349,139.67410068368113",03-5726-9944,東京都世田谷区奥沢2-6-9 マンション神竹 102,72,unagi,False,35.6051963387349,139.67410068368113,unagi
,栄寿司,浅草（つくばＥＸＰ）駅 488m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.61,日曜日、祝日,https://tabelog.com/tokyo/A1311/A131102/13008701/,予約可,,浅草駅（つくばＥＸＰ）から488m,18:00 - 22:00,第2.4月曜日定休日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.71725063870262,139.79621888472738",03-3874-2303,東京都台東区浅草3-21-6 ,67,unagi,False,35.71725063870262,139.79621888472738,unagi
,野じま,銀座駅 353m , 寿司、日本料理,,"￥30,000～￥39,999","￥30,000～￥39,999",3.61,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13129640/,予約可,※ご予約はコースのみとなります。,東京メトロ銀座線・日比谷線・丸の内線銀座駅　C3出口より徒歩4分 銀座駅から353m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.67051563872098,139.76063558428024",03-6280-6703,東京都中央区銀座7-3-16 東五ビル　Ｂ１Ｆ,66,unagi,False,35.67051563872098,139.76063558428024,unagi
,鮨 季らく,武蔵小山駅 239m , 寿司、日本料理、海鮮,武蔵小山駅3分◆四季折々のお鮨を肩ひじ張らず気楽に楽しめる。ご家族のお食事から接待まで,"￥20,000～￥29,999","￥20,000～￥29,999",3.61,,https://tabelog.com/tokyo/A1317/A131710/13282373/,予約可,キャンセル：コース料金の100％キャンセル料を申し受けます。人数変更：ご予約当初の人数分のコース料金100%を頂戴いたします。,東急目黒線　武蔵小山駅から徒歩３分 武蔵小山駅から239m,17:30 - 23:00,■ 営業時間[火～土]一部：17:30～20:00二部：20:30～23:00,カード可 電子マネー不可 QRコード決済不可,"35.61913123873507,139.70238688380206",050-3149-0212,東京都品川区小山4-10-1 BE-RE武蔵小山 1F,66,unagi,False,35.61913123873507,139.70238688380206,unagi
,心米,白金高輪駅 596m , 日本料理、オーガニック,,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,水曜日、土曜日,https://tabelog.com/tokyo/A1316/A131602/13191100/,,,白金高輪駅3番出口から徒歩10分 白金高輪駅から596m,18:00 - 23:30L.O. 料理22:00,移転のため10月31日で白金での営業は終了致します。11月は工事の為、休業。12月1日より南青山7－13－12南青山森ビル１階にて再スタート致します。皆様、新しい心米でお待ち致しております。ご迷惑おかけ致しますが何卒宜しくお願い致します。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64497803872684,139.72810118404513",,東京都港区白金3-15-16 ペガサス白金 1F　,65,unagi,False,35.64497803872684,139.72810118404513,unagi
,鮨しのぶ,恵比寿駅 632m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,水曜日,https://tabelog.com/tokyo/A1303/A130302/13209043/,完全予約制,ご予約について予約の取り間違えの防止の観点お電話でのご予約はお受け致しかねます。07033568877上記の電話番号へのショートメールにてご対応させて頂きます。お名前、ご予約日時、ご予約人数を明記をお願い致します。,恵比寿駅から632m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64588193872272,139.71695188406204",070-3356-8877,東京都渋谷区恵比寿2-9-4 リベルタ3 1F,65,unagi,False,35.64588193872272,139.71695188406204,unagi
,本間勝維,野方駅 240m , 寿司、海鮮,,"￥15,000～￥19,999","￥15,000～￥19,999",3.61,水曜日,https://tabelog.com/tokyo/A1321/A132104/13256630/,予約可,,野方駅南口徒歩5分 野方駅から240m,,,カード可 （AMEX） 電子マネー不可,"35.71885743865531,139.65087438484548",03-5356-2821,東京都中野区野方5-16-6 青木ハイツ 1F,64,unagi,False,35.71885743865531,139.65087438484548,unagi
